PERSON_AGE,VEHICLE_ID,POSITION_IN_VEHICLE,EJECTION,SAFETY_EQUIPMENT
48.0,20069315.0,Driver,Not Ejected,Unknown
18.0,NA,NA,NA,NA
41.0,20063961.0,Driver,Not Ejected,Lap Belt & Harness
36.0,20063919.0,Driver,Not Ejected,None
25.0,20063960.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
38.0,20063960.0,Driver,Not Ejected,Lap Belt & Harness
82.0,20064332.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
80.0,20064332.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,None
27.0,20063962.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20064005.0,Driver,Not Ejected,Lap Belt
39.0,20074840.0,Driver,Not Ejected,None
19.0,20065598.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Ejected,None
45.0,NA,NA,NA,NA
40.0,20064079.0,Driver,Partially Ejected,None
17.0,20074296.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
43.0,20074296.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
19.0,20074296.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
46.0,NA,NA,NA,NA
76.0,20064665.0,Driver,Not Ejected,Helmet (Motorcycle Only)
30.0,20064549.0,Driver,Not Ejected,Lap Belt & Harness
36.0,20064924.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
54.0,20064224.0,Driver,Not Ejected,Lap Belt & Harness
41.0,20064922.0,Driver,Not Ejected,Lap Belt & Harness
37.0,NA,NA,NA,NA
24.0,20064095.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
18.0,20064798.0,Driver,Ejected,None
21.0,20076368.0,Driver,Not Ejected,None
34.0,20067058.0,Driver,Not Ejected,None
18.0,20067059.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
18.0,20067059.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
58.0,NA,NA,NA,NA
22.0,20070116.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
29.0,20064817.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
18.0,20067059.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
30.0,20064817.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
44.0,20064849.0,Driver,Not Ejected,Lap Belt & Harness
21.0,20064483.0,Driver,Not Ejected,Lap Belt & Harness
33.0,20064962.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
34.0,20064421.0,Driver,Not Ejected,Lap Belt & Harness
30.0,20064480.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
26.0,20066320.0,Driver,Ejected,Helmet (Motorcycle Only)
31.0,20064480.0,Driver,Not Ejected,Lap Belt
29.0,20064206.0,Driver,Not Ejected,Lap Belt & Harness
31.0,20064206.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
24.0,20066321.0,"Middle front seat, or passenger lying across a seat",Not Ejected,None
45.0,20064480.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,None
45.0,20077970.0,Driver,Not Ejected,Lap Belt
30.0,NA,NA,NA,NA
25.0,20065834.0,Driver,Not Ejected,Lap Belt & Harness
17.0,20067759.0,Driver,Ejected,None
55.0,20067760.0,Driver,Ejected,None
18.0,NA,NA,NA,NA
60.0,20064545.0,Driver,Not Ejected,Air Bag Deployed
46.0,20065835.0,Driver,Not Ejected,Lap Belt & Harness
5.0,20079633.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
17.0,20064865.0,Driver,Not Ejected,Unknown
47.0,20064744.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20064737.0,Driver,Not Ejected,Lap Belt & Harness
35.0,20064744.0,Driver,Not Ejected,Lap Belt & Harness
16.0,20064865.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
24.0,20064823.0,Driver,Not Ejected,None
32.0,20064745.0,Driver,Not Ejected,Lap Belt & Harness
39.0,20068447.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
3.0,20068447.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,None
37.0,20068447.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,None
32.0,20068447.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
37.0,20068448.0,Driver,Partially Ejected,Helmet (Motorcycle Only)
3.0,20068447.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,None
48.0,20069207.0,Driver,Ejected,None
46.0,20067014.0,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Not Ejected,None
17.0,20071952.0,Driver,Ejected,None
37.0,20070882.0,Driver,Not Ejected,None
22.0,20064569.0,Driver,Not Ejected,Lap Belt & Harness
2.0,20065147.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Child Restraint Only
22.0,20065147.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
24.0,20065644.0,Driver,Not Ejected,None
29.0,20064722.0,Driver,Not Ejected,Unknown
14.0,20065147.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
14.0,NA,NA,NA,NA
45.0,20065643.0,Driver,Not Ejected,None
34.0,20067016.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20064641.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
38.0,20064439.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
46.0,20065066.0,Driver,Not Ejected,Lap Belt & Harness
40.0,20064705.0,Driver,Not Ejected,Lap Belt
60.0,NA,NA,NA,NA
26.0,20064701.0,Driver,Partially Ejected,Helmet (Motorcycle Only)
32.0,20066276.0,Driver,Not Ejected,Lap Belt & Harness
14.0,20064639.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Harness
40.0,20086381.0,Driver,Not Ejected,Unknown
34.0,20086382.0,Driver,Not Ejected,Unknown
25.0,20074293.0,Driver,Not Ejected,None
59.0,NA,NA,NA,NA
35.0,20066408.0,Driver,Not Ejected,Unknown
28.0,20064605.0,Driver,Not Ejected,Lap Belt & Harness
31.0,20065395.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
56.0,20064521.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
30.0,20066408.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
64.0,20064521.0,Driver,Not Ejected,Lap Belt & Harness
46.0,20066807.0,Driver,Not Ejected,None
24.0,20069852.0,Driver,Not Ejected,Lap Belt
22.0,NA,NA,NA,NA
55.0,20064725.0,Driver,Not Ejected,Lap Belt & Harness
53.0,20065054.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
37.0,NA,NA,NA,NA
51.0,20069774.0,Driver,Not Ejected,Lap Belt & Harness
24.0,NA,Driver,Not Ejected,Helmet (Motorcycle Only)
23.0,20069774.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
23.0,20069646.0,Riding/Hanging on Outside,Not Ejected,Unknown
51.0,20066573.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
25.0,20065055.0,Driver,Not Ejected,Lap Belt & Harness
36.0,20074436.0,Driver,Not Ejected,None
22.0,20066785.0,Driver,Not Ejected,Lap Belt & Harness
59.0,NA,NA,NA,NA
50.0,20065480.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
32.0,20064390.0,Driver,Not Ejected,Lap Belt & Harness
27.0,20065480.0,Driver,Not Ejected,Lap Belt & Harness
47.0,20066040.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20066906.0,Driver,Not Ejected,Lap Belt & Harness
33.0,20065925.0,Driver,Not Ejected,None
41.0,20065399.0,Driver,Not Ejected,Lap Belt & Harness
29.0,20065921.0,Driver,Not Ejected,Helmet (Motorcycle Only)
28.0,20066039.0,Driver,Not Ejected,Lap Belt & Harness
20.0,20065176.0,Driver,Not Ejected,None
30.0,20086532.0,Driver,Partially Ejected,Helmet Only (In-Line Skater/Bicyclist)
40.0,20066588.0,Driver,Not Ejected,None
12.0,NA,NA,NA,NA
10.0,NA,NA,NA,NA
18.0,20065470.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20064591.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
27.0,20065469.0,Driver,Not Ejected,Lap Belt & Harness
59.0,20064872.0,Driver,Not Ejected,Unknown
33.0,20065476.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
35.0,20065476.0,Driver,Not Ejected,Unknown
70.0,20064441.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
55.0,20064441.0,Driver,Not Ejected,Lap Belt & Harness
24.0,20065645.0,Driver,Not Ejected,None
49.0,NA,NA,NA,NA
45.0,20065249.0,Driver,Not Ejected,None
2.0,NA,NA,NA,NA
58.0,20064969.0,Driver,Ejected,Unknown
6.0,NA,NA,NA,NA
18.0,20065068.0,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Not Ejected,None
31.0,20064732.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
34.0,20064732.0,Driver,Not Ejected,Lap Belt & Harness
41.0,20065472.0,Driver,Not Ejected,Lap Belt & Harness
19.0,20065068.0,Driver,Not Ejected,None
33.0,20075193.0,Driver,Partially Ejected,None
37.0,20068471.0,Driver,Not Ejected,Helmet (Motorcycle Only)
60.0,20067018.0,Driver,Not Ejected,Lap Belt & Harness
26.0,20067019.0,Driver,Not Ejected,Lap Belt & Harness
65.0,20066590.0,Riding/Hanging on Outside,Not Ejected,None
25.0,NA,NA,NA,NA
31.0,20064786.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
33.0,20064786.0,Driver,Not Ejected,Lap Belt & Harness
28.0,20065155.0,Driver,Not Ejected,Unknown
38.0,20066285.0,Driver,Not Ejected,Lap Belt & Harness
39.0,20065090.0,Driver,Not Ejected,Lap Belt & Harness
15.0,NA,NA,NA,NA
61.0,NA,NA,NA,NA
63.0,20068421.0,Driver,Not Ejected,Lap Belt & Harness
57.0,20066908.0,Driver,Not Ejected,Lap Belt & Harness
60.0,NA,NA,NA,NA
28.0,20066697.0,Driver,Not Ejected,Unknown
25.0,20064736.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
12.0,NA,NA,NA,NA
32.0,20074415.0,Driver,Ejected,None
25.0,20066810.0,Driver,Not Ejected,None
33.0,20069853.0,Driver,Not Ejected,Lap Belt & Harness
51.0,20065157.0,Driver,Not Ejected,Lap Belt & Harness
7.0,NA,NA,NA,NA
36.0,NA,NA,NA,NA
30.0,20064357.0,Driver,Ejected,Helmet (Motorcycle Only)
42.0,20065939.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Unknown
47.0,NA,NA,NA,NA
66.0,20064564.0,Driver,Not Ejected,Lap Belt & Harness
58.0,NA,NA,NA,NA
54.0,20068158.0,Driver,Not Ejected,None
33.0,20073137.0,Driver,Not Ejected,None
68.0,20073137.0,"Middle front seat, or passenger lying across a seat",Not Ejected,None
56.0,20065095.0,Driver,Not Ejected,Unknown
23.0,20065217.0,Driver,Not Ejected,Lap Belt
22.0,20074949.0,Driver,Not Ejected,Unknown
26.0,NA,NA,NA,NA
34.0,NA,NA,NA,NA
21.0,20064565.0,Driver,Not Ejected,Lap Belt & Harness
30.0,NA,NA,NA,NA
17.0,20064565.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
16.0,20064595.0,Driver,Not Ejected,None
22.0,NA,NA,NA,NA
35.0,20065262.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
36.0,20079627.0,Driver,Not Ejected,Unknown
61.0,20076774.0,Driver,Ejected,None
34.0,20068424.0,Driver,Not Ejected,Lap Belt & Harness
18.0,20065094.0,Driver,Not Ejected,Unknown
20.0,20064617.0,Driver,Not Ejected,Lap Belt
43.0,20065400.0,Driver,Not Ejected,Lap Belt & Harness
37.0,20064616.0,Driver,Not Ejected,Lap Belt
38.0,20065944.0,Driver,Ejected,None
38.0,20064356.0,Driver,Not Ejected,None
25.0,20065485.0,Driver,Not Ejected,Lap Belt & Harness
25.0,20065264.0,Driver,Not Ejected,Lap Belt & Harness
38.0,20075083.0,Driver,Not Ejected,Lap Belt & Harness
37.0,20065121.0,Driver,Not Ejected,Lap Belt & Harness
27.0,20065259.0,Driver,Not Ejected,Lap Belt & Harness
46.0,20065300.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
26.0,20066491.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
32.0,20065607.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
3.0,20065607.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
40.0,20065727.0,Driver,Not Ejected,None
23.0,20077240.0,Driver,Not Ejected,Lap Belt & Harness
28.0,20065624.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
26.0,20065106.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
21.0,20065287.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt
27.0,20065624.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
28.0,20064435.0,Driver,Not Ejected,None
27.0,20065624.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
29.0,20065624.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
29.0,20065106.0,Driver,Not Ejected,Lap Belt & Harness
16.0,20065287.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt
20.0,20065624.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
21.0,20066410.0,Driver,Not Ejected,Unknown
55.0,NA,NA,NA,NA
33.0,20065536.0,Driver,Not Ejected,Unknown
60.0,NA,NA,NA,NA
52.0,NA,NA,NA,NA
45.0,20067617.0,Driver,Not Ejected,Lap Belt & Harness
41.0,20070597.0,Driver,Not Ejected,Lap Belt & Harness
24.0,20065945.0,Driver,Ejected,Unknown
36.0,NA,NA,NA,NA
29.0,20083885.0,Driver,Not Ejected,None
71.0,NA,NA,NA,NA
23.0,20065098.0,Driver,Not Ejected,Lap Belt & Harness
35.0,20065117.0,Driver,Not Ejected,Unknown
24.0,NA,NA,NA,NA
32.0,20065268.0,Driver,Not Ejected,None
55.0,20065273.0,Driver,Not Ejected,Unknown
19.0,20070334.0,Driver,Not Ejected,Lap Belt & Harness
62.0,20069356.0,Driver,Not Ejected,Lap Belt & Harness
57.0,20065222.0,Driver,Not Ejected,Lap Belt & Harness
18.0,20092367.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
20.0,20092367.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
53.0,20068384.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
14.0,20065164.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
51.0,20065164.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
3.0,20065164.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Child Restraint Only
6.0,20065164.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Child Restraint Only
24.0,20065164.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
44.0,20079171.0,Driver,Not Ejected,Lap Belt & Harness
31.0,20064939.0,Driver,Not Ejected,Unknown
56.0,NA,NA,NA,NA
17.0,20065110.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
37.0,20065110.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
37.0,20065110.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
44.0,20065110.0,Driver,Not Ejected,Lap Belt & Harness
52.0,20065110.0,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Not Ejected,Unknown
67.0,20065178.0,Driver,Partially Ejected,None
41.0,20065704.0,Unknown,Not Ejected,None
70.0,20082152.0,Driver,Not Ejected,Lap Belt & Harness
28.0,NA,NA,NA,NA
32.0,20064982.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
36.0,20064940.0,Driver,Not Ejected,Lap Belt
65.0,20064941.0,Driver,Not Ejected,Lap Belt
22.0,NA,NA,NA,NA
15.0,20066544.0,Driver,Not Ejected,None
57.0,20082152.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
35.0,20069204.0,Driver,Not Ejected,Helmet (Motorcycle Only)
68.0,20065585.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
61.0,20065585.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
12.0,20067447.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt
35.0,20067447.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
8.0,20067447.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt
35.0,NA,NA,NA,NA
22.0,20065953.0,Driver,Not Ejected,Unknown
69.0,20065303.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
45.0,20065929.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
40.0,20065303.0,Driver,Not Ejected,Lap Belt & Harness
71.0,20065303.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
14.0,20065953.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Unknown
33.0,20065954.0,Driver,Not Ejected,Unknown
37.0,20066291.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
42.0,NA,NA,NA,NA
32.0,20066291.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
38.0,20088833.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
39.0,20066147.0,Driver,Not Ejected,Helmet (Motorcycle Only)
52.0,20065957.0,Driver,Partially Ejected,None
35.0,20065184.0,Driver,Ejected,None
25.0,20065240.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
27.0,20065239.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20075312.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
35.0,20075313.0,Driver,Not Ejected,Lap Belt & Harness
37.0,20088425.0,Driver,Not Ejected,Unknown
78.0,20065027.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
48.0,20065308.0,Driver,Not Ejected,Helmet (Motorcycle Only)
40.0,20066712.0,Riding/Hanging on Outside,Partially Ejected,Unknown
23.0,20065490.0,Driver,Not Ejected,None
47.0,20065027.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
57.0,20067042.0,Driver,Not Ejected,Lap Belt & Harness
38.0,20066847.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
56.0,NA,NA,NA,NA
20.0,20071861.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
46.0,20066005.0,Driver,Partially Ejected,None
24.0,20066847.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
29.0,20073784.0,Driver,Ejected,Helmet (Motorcycle Only)
51.0,20077150.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
37.0,20077150.0,Driver,Not Ejected,Lap Belt & Harness
23.0,20065440.0,Driver,Not Ejected,Lap Belt & Harness
35.0,20088338.0,Driver,Not Ejected,Unknown
58.0,20065081.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
20.0,20065448.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
53.0,20066975.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
20.0,20065449.0,Driver,Not Ejected,Lap Belt
20.0,20065448.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt
23.0,20066975.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
22.0,20065942.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
30.0,20065448.0,Driver,Not Ejected,Lap Belt
29.0,20069980.0,Driver,Not Ejected,Unknown
67.0,20067158.0,Driver,Not Ejected,Unknown
29.0,20065540.0,Driver,Ejected,None
31.0,20066717.0,Driver,Ejected,None
66.0,20066895.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
19.0,NA,Driver,Not Ejected,None
37.0,20066334.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Child Restraint Only
44.0,20071481.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
43.0,20071481.0,Driver,Not Ejected,Lap Belt & Harness
54.0,NA,NA,NA,NA
24.0,20065427.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
48.0,20066333.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
54.0,20080101.0,Driver,Not Ejected,Other
22.0,20066379.0,Driver,Ejected,None
20.0,20066623.0,Driver,Partially Ejected,None
60.0,20065059.0,Driver,Not Ejected,Lap Belt & Harness
31.0,20065131.0,Driver,Not Ejected,Lap Belt & Harness
58.0,20065059.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
12.0,20068266.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Lap Belt
33.0,NA,NA,NA,NA
50.0,20065492.0,Driver,Not Ejected,Lap Belt & Harness
30.0,20066150.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt
15.0,20066547.0,Driver,Not Ejected,None
30.0,20079353.0,Driver,Partially Ejected,Helmet (Motorcycle Only)
28.0,20079353.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Partially Ejected,Helmet (Motorcycle Only)
44.0,20089556.0,Driver,Ejected,Unknown
37.0,NA,NA,NA,NA
37.0,NA,NA,NA,NA
19.0,20065115.0,Driver,Ejected,Helmet (Motorcycle Only)
27.0,20066336.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
32.0,20065962.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
33.0,20066336.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Unknown
35.0,20066336.0,Driver,Not Ejected,Lap Belt & Harness
29.0,20065430.0,Driver,Not Ejected,None
36.0,20066336.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
61.0,20088571.0,Driver,Not Ejected,Lap Belt
23.0,20069504.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
38.0,20065952.0,Driver,Ejected,None
42.0,20066209.0,Driver,Not Ejected,Lap Belt & Harness
44.0,20066149.0,Driver,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
23.0,20065545.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
26.0,20065790.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
41.0,NA,NA,NA,NA
27.0,20065610.0,Driver,Not Ejected,Unknown
28.0,20065545.0,Driver,Not Ejected,Lap Belt
10.0,NA,NA,NA,NA
22.0,20069649.0,Driver,Not Ejected,None
33.0,20066154.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
38.0,20066092.0,Driver,Not Ejected,Unknown
64.0,NA,NA,NA,NA
25.0,20065446.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
63.0,NA,NA,NA,NA
69.0,20070599.0,Driver,Not Ejected,Air Bag Deployed
28.0,20065032.0,Driver,Not Ejected,Lap Belt & Harness
4.0,20065868.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Child Restraint Only
23.0,20066227.0,Driver,Not Ejected,None
43.0,20066158.0,Driver,Not Ejected,Lap Belt
30.0,20065868.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
24.0,20065869.0,Driver,Not Ejected,Lap Belt & Harness
40.0,20065034.0,Driver,Not Ejected,Lap Belt & Harness
27.0,20066227.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,None
31.0,20065108.0,Driver,Not Ejected,Lap Belt & Harness
33.0,20065868.0,Driver,Not Ejected,Lap Belt
47.0,20065033.0,Driver,Not Ejected,Lap Belt & Harness
39.0,20065108.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
46.0,20070966.0,Driver,Not Ejected,Lap Belt & Harness
11.0,NA,NA,NA,NA
1.0,20065032.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Child Restraint Only
27.0,20068130.0,Driver,Not Ejected,Lap Belt & Harness
35.0,NA,NA,NA,NA
20.0,20066210.0,Driver,Ejected,None
32.0,NA,NA,NA,NA
46.0,20066978.0,Driver,Not Ejected,Lap Belt & Harness
40.0,20066190.0,Driver,Not Ejected,Lap Belt & Harness
37.0,20068246.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Child Restraint Only
12.0,20068246.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
38.0,20068246.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt
38.0,20068246.0,Driver,Not Ejected,Lap Belt
27.0,20068245.0,Driver,Not Ejected,Lap Belt
29.0,20069401.0,Driver,Not Ejected,Helmet (Motorcycle Only)
27.0,20065656.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
24.0,20066117.0,Driver,Not Ejected,Unknown
19.0,20065615.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
44.0,20065611.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
27.0,20066343.0,Driver,Not Ejected,Lap Belt
50.0,NA,NA,NA,NA
24.0,20067778.0,Driver,Not Ejected,Lap Belt & Harness
25.0,20066725.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
25.0,20066725.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
35.0,20065889.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
32.0,20065611.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
